launch_speed,launch_angle,events,bb_type
90.6,-23,single,ground_ball
89.7,-27,field_out,ground_ball
87.8,18,single,line_drive
105.7,7,single,ground_ball
98.9,27,home_run,line_drive
73.4,-6,field_out,ground_ball
93.4,14,double,line_drive
93,15,single,line_drive
86.6,-7,field_out,ground_ball
48.6,-22,force_out,ground_ball
93.4,34,field_out,fly_ball
106.2,19,field_out,line_drive
94.3,2,field_out,ground_ball
87.6,29,field_out,line_drive
100,16,field_out,line_drive
86.1,-8,force_out,ground_ball
106,21,home_run,line_drive
62.2,36,single,fly_ball
91,31,home_run,fly_ball
88.5,64,field_out,popup
94.5,21,field_out,line_drive
103.1,14,field_out,line_drive
101.4,39,field_out,fly_ball
101.9,10,double,line_drive
96.1,5,double,ground_ball
95.8,-33,field_out,ground_ball
71.4,32,field_out,fly_ball
83.9,1,single,ground_ball
112.6,15,double,line_drive
109.4,6,single,ground_ball
105.4,20,field_out,line_drive
82.6,8,field_out,line_drive
106.4,26,home_run,line_drive
88,31,field_out,fly_ball
100.2,10,single,line_drive
87.7,13,single,line_drive
114.6,10,single,line_drive
89.2,-10,fielders_choice_out,ground_ball
99.7,32,field_out,fly_ball
84.8,16,single,line_drive
101.9,32,field_out,fly_ball
92.3,-10,grounded_into_double_play,ground_ball
99.9,-15,force_out,ground_ball
104.2,-4,field_out,ground_ball
96.9,37,field_out,fly_ball
71.6,-9,field_out,ground_ball
100.8,-8,field_out,ground_ball
72.2,-6,force_out,ground_ball
98.9,-5,field_out,ground_ball
63.8,5,field_out,ground_ball
93.6,56,field_out,fly_ball
87.6,72,field_out,popup
70.6,38,field_out,fly_ball
95.2,-19,field_out,ground_ball
74.5,48,field_out,popup
101.5,8,single,line_drive
97.9,11,single,line_drive
86.6,-12,field_out,ground_ball
61.7,29,field_out,line_drive
107.5,34,home_run,fly_ball
99,-14,field_out,ground_ball
85.3,22,field_out,line_drive
92.7,5,field_out,ground_ball
96.6,-28,field_out,ground_ball
106.3,30,home_run,fly_ball
72.4,0,field_out,ground_ball
69.2,62,field_out,popup
77.9,-51,field_out,ground_ball
88.4,71,field_out,popup
99.2,31,home_run,fly_ball
93.5,26,field_out,line_drive
106.8,30,home_run,line_drive
78.2,-19,field_out,ground_ball
90.8,31,sac_fly,fly_ball
82.9,4,field_out,ground_ball
35.3,-40,field_out,ground_ball
95.9,8,single,ground_ball
88.7,-23,force_out,ground_ball
88.2,9,single,ground_ball
67.6,-9,field_out,ground_ball
69.3,1,field_out,ground_ball
95.4,37,field_out,fly_ball
102.7,3,single,ground_ball
98.5,31,double,fly_ball
97.1,40,field_out,fly_ball
93.4,1,force_out,ground_ball
68.1,33,single,fly_ball
97.3,18,field_out,line_drive
91.2,-30,field_out,ground_ball
102.9,14,single,line_drive
76.5,13,field_out,line_drive
96.8,7,field_out,line_drive
54.4,42,field_out,popup
89.5,3,field_out,ground_ball
100.1,28,home_run,fly_ball
98.5,19,double,fly_ball
70.6,20,single,line_drive
37.3,-49,sac_bunt,ground_ball
81.2,66,field_out,popup
105.5,-21,force_out,ground_ball
65.4,-19,field_out,ground_ball
66.8,-24,fielders_choice_out,ground_ball
104.7,31,home_run,fly_ball
71.7,-41,field_out,ground_ball
66.2,13,force_out,ground_ball
87.7,-2,field_out,ground_ball
34.6,33,single,ground_ball
86.1,36,field_out,fly_ball
75.7,23,field_out,line_drive
80.9,74,field_out,popup
95.9,21,single,line_drive
78.5,-17,field_out,ground_ball
83.6,18,single,line_drive
71.2,62,field_out,popup
108.5,21,double,line_drive
107.7,20,home_run,line_drive
77,-8,grounded_into_double_play,ground_ball
85,53,field_out,fly_ball
93.6,18,double,line_drive
96.7,19,double,line_drive
75.3,-11,force_out,ground_ball
93.4,20,field_out,line_drive
102.4,10,single,line_drive
98.8,18,field_out,line_drive
104,22,double,line_drive
100.4,9,single,line_drive
91.2,9,field_out,line_drive
112.1,-16,grounded_into_double_play,ground_ball
91.3,34,double,fly_ball
71.5,-21,field_out,ground_ball
68.3,-2,field_out,ground_ball
92.3,32,field_out,fly_ball
74.3,47,field_out,fly_ball
80.2,39,field_out,fly_ball
59.3,-42,field_out,ground_ball
75.1,30,field_out,fly_ball
105,35,home_run,fly_ball
55.9,-68,field_out,ground_ball
99.7,8,single,line_drive
83.4,28,field_out,fly_ball
81.6,21,single,line_drive
70.6,48,single,popup
82,-29,field_out,ground_ball
97,13,single,line_drive
94.2,11,field_out,line_drive
90,20,field_out,line_drive
102.6,-8,field_out,ground_ball
105,7,field_out,line_drive
72.9,62,field_out,popup
67.4,-8,field_out,ground_ball
87.1,15,single,line_drive
80.8,26,field_out,line_drive
72.8,-34,field_out,ground_ball
112.9,27,home_run,line_drive
106.4,7,single,line_drive
78.6,-56,single,ground_ball
100.6,34,home_run,fly_ball
73.6,70,field_out,popup
108.4,13,field_out,line_drive
78.5,-24,field_out,ground_ball
89.3,25,sac_fly,line_drive
73.4,11,field_out,ground_ball
98.3,38,field_out,fly_ball
106.1,28,home_run,line_drive
109.8,22,home_run,line_drive
73.2,79,field_out,popup
73.2,-7,field_out,ground_ball
87.7,-31,force_out,ground_ball
86.4,22,field_out,line_drive
98.5,5,grounded_into_double_play,ground_ball
75.7,31,field_out,fly_ball
85.9,31,field_out,fly_ball
100.9,38,field_out,fly_ball
83.1,2,grounded_into_double_play,ground_ball
102.2,54,field_out,fly_ball
109.1,26,home_run,line_drive
93.9,-11,field_out,ground_ball
52.5,32,field_out,line_drive
63.5,21,single,line_drive
56.6,23,field_out,line_drive
106.6,24,home_run,fly_ball
93.4,8,field_out,line_drive
85.4,24,field_out,line_drive
89.5,11,field_out,line_drive
58.6,-10,force_out,ground_ball
98.8,-10,force_out,ground_ball
93.5,7,single,ground_ball
105.6,37,home_run,fly_ball
90.9,52,field_out,fly_ball
54,-7,field_out,ground_ball
82.2,25,field_out,line_drive
109.2,18,home_run,line_drive
81.8,-5,field_out,ground_ball
115.5,22,home_run,line_drive
90.8,18,field_out,line_drive
93.7,-15,single,ground_ball
103.4,32,home_run,fly_ball
47.4,-57,single,ground_ball
100.2,-10,single,ground_ball
101.4,28,home_run,line_drive
100.1,23,double,line_drive
91.3,7,double,line_drive
94.6,10,single,line_drive
99.9,14,force_out,line_drive
93.3,1,single,ground_ball
93.9,21,double,line_drive
100.3,3,single,ground_ball
105.4,4,single,ground_ball
100.6,30,field_out,fly_ball
95.9,1,force_out,ground_ball
63.6,0,field_out,ground_ball
82.9,30,field_out,fly_ball
104.8,26,home_run,line_drive
71.4,-17,field_out,ground_ball
101.3,35,triple,fly_ball
87.6,-17,field_out,ground_ball
93.7,30,field_out,fly_ball
77.8,-27,field_out,ground_ball
100.9,-4,field_out,ground_ball
97.5,13,single,line_drive
70.7,-45,field_out,ground_ball
75,76,field_out,popup
52.7,-53,field_out,ground_ball
104.7,3,single,ground_ball
92.3,56,field_out,fly_ball
92.2,63,field_out,popup
98.4,9,single,line_drive
59,-69,field_out,ground_ball
76.2,75,field_out,popup
91.5,-1,field_out,ground_ball
66.7,5,field_out,line_drive
81.9,-31,field_out,ground_ball
101.8,3,force_out,ground_ball
103.4,41,field_out,fly_ball
84.4,40,field_out,fly_ball
89.8,32,field_out,fly_ball
90,33,field_out,fly_ball
95.2,16,single,line_drive
59.6,35,field_out,popup
79.1,-5,force_out,ground_ball
95.8,-5,force_out,ground_ball
102.4,4,single,ground_ball
95.4,14,single,line_drive
85.3,25,field_out,line_drive
91.1,28,double,line_drive
96,0,single,ground_ball
105.4,3,double,ground_ball
88.1,-32,field_out,ground_ball
107.7,15,double,line_drive
99.7,5,double,ground_ball
104.8,9,single,ground_ball
68.7,-7,field_out,ground_ball
101.3,-22,field_out,ground_ball
92.7,32,field_out,fly_ball
98.9,21,field_out,line_drive
77.9,42,field_out,fly_ball
85.9,-9,force_out,ground_ball
102.6,14,double,line_drive
101,28,double,line_drive
104.8,37,home_run,fly_ball
84.1,7,single,ground_ball
84.1,-23,field_out,ground_ball
72.3,-23,field_out,ground_ball
98.6,48,field_out,fly_ball
33.5,-43,field_out,ground_ball
96.9,34,sac_fly,fly_ball
107.3,40,field_out,fly_ball
48.6,-54,field_out,ground_ball
93.8,7,single,line_drive
98.5,9,single,line_drive
52.6,-36,field_out,ground_ball
98.4,-7,single,ground_ball
102.2,-4,single,ground_ball
102.9,-5,field_out,ground_ball
91.2,0,field_error,ground_ball
90.7,12,single,line_drive
107.3,12,double,line_drive
75.1,20,single,line_drive
94,29,field_out,line_drive
75.6,-7,field_error,ground_ball
108.3,16,field_out,line_drive
86.3,62,field_out,popup
100.6,13,single,line_drive
94.8,-24,field_out,ground_ball
45.5,37,field_out,popup
93,-6,single,ground_ball
104.8,29,home_run,line_drive
98.7,1,field_out,ground_ball
79,14,double_play,line_drive
89.2,16,single,line_drive
105.1,8,double,line_drive
64.6,19,field_out,line_drive
75.2,-11,field_out,ground_ball
91.2,-17,single,ground_ball
88.9,23,field_out,line_drive
49.3,-26,field_out,ground_ball
65.7,56,field_out,popup
45.2,-49,field_out,ground_ball
102.8,-6,field_out,ground_ball
74.2,72,field_out,popup
98.1,-19,field_out,ground_ball
90.1,9,field_out,line_drive
70.4,-1,field_out,ground_ball
78.1,19,single,line_drive
89,41,field_out,fly_ball
98,26,field_out,line_drive
99.4,-10,field_out,ground_ball
102.2,16,single,line_drive
97.6,6,single,line_drive
86,27,field_out,line_drive
98.8,25,home_run,fly_ball
78.7,-38,field_out,ground_ball
84.8,58,field_out,popup
106.3,-4,single,ground_ball
85.1,77,field_out,popup
76.6,-3,double,ground_ball
89.4,-39,grounded_into_double_play,ground_ball
99.1,-6,field_error,ground_ball
87.5,7,field_out,ground_ball
88.8,50,field_out,fly_ball
68,-3,force_out,ground_ball
80.9,29,field_out,line_drive
97.4,40,field_out,fly_ball
104.8,28,home_run,line_drive
97.9,23,field_out,line_drive
38.8,60,field_out,popup
102.9,21,double,line_drive
78.3,9,field_out,ground_ball
98.1,-13,field_out,ground_ball
99.7,6,grounded_into_double_play,ground_ball
107.2,14,double,line_drive
90.4,0,grounded_into_double_play,ground_ball
105.4,-35,field_out,ground_ball
112.6,17,home_run,line_drive
90.5,13,single,line_drive
82.3,37,field_out,fly_ball
70.3,-43,field_out,ground_ball
97.5,-6,field_out,ground_ball
100.6,-9,field_out,ground_ball
101.8,37,sac_fly,fly_ball
101.2,19,double,line_drive
84.1,20,single,line_drive
82.8,-15,field_out,ground_ball
97.9,19,field_out,line_drive
95.4,44,field_out,fly_ball
95.8,50,field_out,fly_ball
86.1,3,field_out,ground_ball
104.1,23,home_run,line_drive
71.5,20,double,line_drive
86.7,55,field_out,fly_ball
93.5,37,field_out,line_drive
94.7,41,field_out,fly_ball
85,21,field_out,line_drive
99.7,34,field_out,fly_ball
90.4,1,single,ground_ball
53.3,-81,field_out,ground_ball
65.6,9,field_out,ground_ball
101.2,-6,field_out,ground_ball
95.8,27,field_out,line_drive
91,62,field_out,fly_ball
75.1,-22,grounded_into_double_play,ground_ball
103.3,22,home_run,line_drive
86,-31,field_out,ground_ball
99.3,-2,field_out,ground_ball
97.9,35,home_run,fly_ball
90,6,single,ground_ball
100.6,16,field_out,line_drive
28.3,-72,single,ground_ball
101.8,41,field_out,fly_ball
86,72,field_out,popup
97.2,24,field_out,fly_ball
93.3,41,field_out,fly_ball
92.8,-10,field_out,ground_ball
97.6,18,field_out,line_drive
89.1,-21,field_out,ground_ball
75.5,19,single,line_drive
107,6,field_out,ground_ball
62.1,11,single,ground_ball
99,13,single,line_drive
90.1,19,field_out,line_drive
95.7,-10,single,ground_ball
50.6,-31,field_out,ground_ball
96.8,66,field_out,popup
74.1,-18,grounded_into_double_play,ground_ball
97.5,35,field_out,fly_ball
87.3,56,field_out,fly_ball
97.7,-6,single,ground_ball
96.3,-28,field_out,ground_ball
77.6,40,field_out,fly_ball
87.8,-34,force_out,ground_ball
77.8,11,field_out,line_drive
91.9,43,field_out,fly_ball
92.7,29,field_out,line_drive
96.4,48,field_out,fly_ball
54.2,-64,field_out,ground_ball
75.3,8,field_out,ground_ball
93,9,single,line_drive
101.4,-36,force_out,ground_ball
100.9,32,triple,fly_ball
88.9,34,field_out,fly_ball
78,39,field_out,fly_ball
85.8,-22,force_out,ground_ball
81.2,-12,field_out,ground_ball
56.3,32,field_out,line_drive
64.8,5,single,ground_ball
83.1,48,sac_fly,fly_ball
68.8,51,field_out,fly_ball
94.1,-24,field_out,ground_ball
74.3,67,field_out,popup
74.3,63,field_out,popup
81.1,14,single,line_drive
98.3,-6,single,ground_ball
103.9,42,field_out,fly_ball
84.7,14,single,line_drive
65.9,-3,field_out,ground_ball
77.7,5,single,ground_ball
97.6,43,field_out,fly_ball
91.3,37,field_out,fly_ball
102.1,27,home_run,line_drive
83.2,20,field_out,line_drive
82.9,-24,field_out,ground_ball
89.9,17,single,line_drive
88.8,44,field_out,fly_ball
87.4,28,field_out,line_drive
100.8,-1,single,ground_ball
57.2,-46,force_out,ground_ball
100,24,home_run,line_drive
91,33,field_out,fly_ball
73.1,16,single,line_drive
55.4,39,field_out,popup
79.3,-32,field_out,ground_ball
89.7,-34,field_out,ground_ball
43.1,-62,field_out,ground_ball
109,10,single,line_drive
99,-1,field_out,ground_ball
96.4,54,field_out,fly_ball
49.2,-22,field_out,ground_ball
63.4,-47,field_out,ground_ball
99.2,36,field_out,fly_ball
70,82,field_out,popup
33.6,-63,sac_bunt,ground_ball
90.8,8,field_out,line_drive
90.6,-8,single,ground_ball
82.8,-24,field_out,ground_ball
95.7,-18,field_out,ground_ball
115.9,-4,single,ground_ball
86.1,-20,field_out,ground_ball
76.2,45,field_out,fly_ball
58.2,26,field_out,line_drive
97.4,25,field_out,line_drive
96.1,-9,field_out,ground_ball
106.2,23,home_run,line_drive
107,37,home_run,fly_ball
100.9,40,field_out,fly_ball
105.9,-4,field_out,ground_ball
91.5,12,single,line_drive
84.6,39,field_out,fly_ball
102.9,30,field_out,fly_ball
81,4,field_out,ground_ball
112.5,19,double,line_drive
95.5,-24,field_out,ground_ball
91.3,-4,field_out,ground_ball
74.5,-20,field_out,ground_ball
99.5,6,field_out,line_drive
103.1,22,single,line_drive
99.4,8,double,line_drive
14.4,15,sac_bunt,ground_ball
82.3,48,field_out,fly_ball
98.6,35,field_out,fly_ball
102.3,4,field_out,ground_ball
44.9,-53,single,ground_ball
98.2,15,field_out,line_drive
103.1,-2,single,ground_ball
75.1,42,field_out,fly_ball
63.9,38,field_error,popup
96.9,-2,field_out,ground_ball
96.6,5,field_out,ground_ball
103.6,6,single,ground_ball
65.5,-15,field_error,ground_ball
96.9,50,field_out,fly_ball
59.6,-39,field_out,ground_ball
104.5,35,field_out,fly_ball
97.7,25,double,line_drive
81.3,27,field_out,line_drive
106.5,4,single,ground_ball
85.7,47,field_out,fly_ball
82.9,-8,field_out,ground_ball
103.6,-6,field_out,ground_ball
60.9,11,grounded_into_double_play,ground_ball
87.6,4,field_out,ground_ball
96.1,9,field_out,line_drive
64.1,-50,force_out,ground_ball
102.5,25,home_run,line_drive
64.9,44,single,popup
84.2,-15,force_out,ground_ball
70.5,-8,field_out,ground_ball
110,26,home_run,line_drive
91.4,71,field_out,popup
91.1,37,field_out,fly_ball
98.5,22,field_out,line_drive
98.2,10,triple,line_drive
95.5,20,double,line_drive
106.5,20,home_run,line_drive
90.6,26,field_out,line_drive
60,58,field_out,popup
95.9,7,field_out,ground_ball
86.1,17,single,line_drive
100.9,8,single,line_drive
89,51,field_out,fly_ball
105.4,26,home_run,line_drive
90.9,-18,field_out,ground_ball
54,47,field_out,popup
109,9,single,line_drive
30.9,-24,field_out,ground_ball
75.9,-12,field_out,ground_ball
105.2,28,home_run,fly_ball
77.2,-1,field_out,ground_ball
102.5,-2,single,ground_ball
89.1,-39,field_error,ground_ball
68.2,-53,field_out,ground_ball
102.4,25,home_run,line_drive
96.4,-27,field_out,ground_ball
103,20,double,line_drive
99.8,56,field_out,fly_ball
74.8,8,field_out,ground_ball
87.1,83,field_out,popup
82.1,74,field_out,popup
108.7,31,home_run,fly_ball
79.8,-13,field_out,ground_ball
63.1,-19,field_out,ground_ball
88.8,23,field_out,line_drive
96.4,35,field_out,fly_ball
98.5,-24,field_out,ground_ball
95,0,field_out,ground_ball
93.3,10,single,line_drive
92.5,-16,field_out,ground_ball
74.8,48,field_out,fly_ball
71.8,1,field_out,ground_ball
93,-1,grounded_into_double_play,ground_ball
70.2,1,field_out,ground_ball
54.5,53,field_out,popup
95.7,-14,force_out,ground_ball
58.9,66,field_out,popup
103.8,35,home_run,fly_ball
103.1,-11,field_out,ground_ball
108.9,26,home_run,line_drive
76,-37,field_out,ground_ball
91.3,23,field_out,line_drive
86.8,8,single,ground_ball
94,23,double,line_drive
83.8,31,field_out,fly_ball
98.8,20,field_out,line_drive
91,-9,field_out,ground_ball
105.6,11,single,line_drive
103.5,19,double,line_drive
104.5,12,double,line_drive
87,19,single,line_drive
104.7,15,single,line_drive
94.3,-10,field_out,ground_ball
71.1,33,field_out,fly_ball
100.4,-4,field_out,ground_ball
77.9,-63,field_out,ground_ball
85.9,-15,double,ground_ball
97.2,-6,field_out,ground_ball
58,-27,fielders_choice_out,ground_ball
107,-25,single,ground_ball
94.2,25,field_out,line_drive
72.8,72,field_out,popup
83.5,-9,field_out,ground_ball
99.7,23,field_out,line_drive
93.5,1,field_out,ground_ball
99.2,4,field_out,ground_ball
107.3,33,field_out,fly_ball
97,61,field_out,popup
95.7,4,field_out,ground_ball
88.5,40,field_out,fly_ball
63,-32,force_out,ground_ball
98.2,4,field_out,ground_ball
64.7,-86,field_out,ground_ball
74.2,54,double,fly_ball
104.2,6,grounded_into_double_play,ground_ball
63.5,-26,field_out,ground_ball
89.3,-11,field_out,ground_ball
100.8,7,single,line_drive
88.6,-32,field_out,ground_ball
73.5,-13,field_out,ground_ball
77.7,50,field_out,fly_ball
84.7,-3,field_out,ground_ball
86.5,69,field_out,popup
92,6,single,ground_ball
91.9,19,single,line_drive
89.3,32,field_out,fly_ball
80.8,-34,field_out,ground_ball
81.9,72,field_out,popup
97.9,17,single,line_drive
86.4,74,field_out,popup
98.1,22,field_out,line_drive
104.3,32,home_run,fly_ball
99.1,18,field_out,line_drive
101.2,5,single,ground_ball
83.7,3,single,ground_ball
98.4,11,single,line_drive
94.5,30,field_out,line_drive
25,-22,field_out,ground_ball
98.7,-13,field_out,ground_ball
73.3,55,field_out,fly_ball
79.2,28,field_out,line_drive
102.8,-6,field_out,ground_ball
66.2,-32,field_out,ground_ball
85.2,6,field_out,ground_ball
74.2,35,field_out,fly_ball
103.8,0,field_out,ground_ball
99,32,home_run,fly_ball
70,58,field_out,popup
88.9,34,field_out,fly_ball
92.2,-4,single,ground_ball
30.7,-27,single,ground_ball
77.3,30,single,fly_ball
94.1,16,triple,line_drive
111.5,-15,single,ground_ball
100.2,16,field_out,line_drive
100.1,45,field_out,fly_ball
103.4,42,field_out,fly_ball
86.8,32,field_out,fly_ball
76.9,76,field_out,popup
102,-15,field_out,ground_ball
95.5,28,triple,line_drive
69.5,17,field_out,line_drive
84.9,72,field_out,popup
99.8,17,field_out,line_drive
99.2,36,field_out,fly_ball
80.7,12,field_out,ground_ball
94.4,6,single,ground_ball
92.2,14,single,line_drive
62.5,-22,field_out,ground_ball
72.3,26,single,fly_ball
100.4,-5,field_out,ground_ball
78.3,29,field_out,line_drive
82,28,single,line_drive
85.3,31,field_out,fly_ball
81.2,30,field_out,line_drive
74.5,42,field_out,fly_ball
90.2,-11,field_out,ground_ball
92.7,26,field_out,line_drive
93.5,0,single,ground_ball
100,39,field_out,fly_ball
80.2,43,field_out,fly_ball
102.5,53,field_out,fly_ball
94.8,2,field_out,ground_ball
94.7,50,field_out,fly_ball
96.4,-5,field_out,ground_ball
108.3,19,field_out,line_drive
94.5,-1,field_out,ground_ball
97.8,54,field_out,fly_ball
71.8,81,field_out,popup
69.6,31,single,fly_ball
90.2,22,field_out,line_drive
71.4,24,single,line_drive
80.2,18,single,line_drive
102.2,-3,field_out,ground_ball
102.7,42,field_out,fly_ball
102.9,26,home_run,line_drive
98.8,32,home_run,fly_ball
72.7,18,single,line_drive
91.2,37,field_out,fly_ball
76,7,single,ground_ball
99.1,-3,field_out,ground_ball
99.2,25,sac_fly,line_drive
107.9,5,field_out,ground_ball
102.3,25,home_run,line_drive
88.7,44,field_out,fly_ball
102.5,18,single,line_drive
104.3,33,home_run,fly_ball
68.9,14,single,ground_ball
92.1,29,field_out,line_drive
59.6,-64,single,ground_ball
64.5,-46,field_out,ground_ball
93.1,-27,force_out,ground_ball
96.7,1,single,ground_ball
103.2,42,field_out,fly_ball
97.3,-1,field_out,ground_ball
95.2,-9,field_out,ground_ball
97.6,-4,single,ground_ball
82.8,-36,force_out,ground_ball
110,-21,field_out,ground_ball
109.4,13,double,line_drive
92.2,50,field_out,fly_ball
95.9,0,grounded_into_double_play,ground_ball
92.9,57,field_out,popup
104.1,17,single,line_drive
96.2,33,home_run,fly_ball
99,5,single,ground_ball
75.4,21,single,line_drive
99.2,-3,field_out,ground_ball
110.8,11,single,line_drive
80.5,57,field_out,popup
68.4,62,single,popup
109.3,2,single,ground_ball
107.9,8,single,line_drive
95.6,25,field_out,fly_ball
107.3,14,single,line_drive
100.4,0,field_out,ground_ball
89.1,21,single,line_drive
103.9,16,single,line_drive
101,19,field_out,line_drive
86.8,-12,field_out,ground_ball
90.1,-23,field_out,ground_ball
63,-33,field_out,ground_ball
73.3,-32,field_out,ground_ball
28.3,-27,single,ground_ball
103.9,7,field_out,line_drive
73.7,22,single,line_drive
78.5,-30,field_out,ground_ball
88.1,20,field_out,line_drive
104.8,11,single,line_drive
97.9,-21,field_out,ground_ball
81.1,-16,double,ground_ball
92.2,16,single,line_drive
102.8,-18,grounded_into_double_play,ground_ball
104.5,-1,single,ground_ball
96.5,28,field_out,line_drive
108,24,home_run,line_drive
83.4,26,field_out,line_drive
75.8,54,field_out,popup
91.6,-7,field_out,ground_ball
104.2,40,field_out,fly_ball
106.1,13,field_out,line_drive
87.7,-42,field_out,ground_ball
99.5,11,single,line_drive
97.3,44,field_out,fly_ball
105.2,32,home_run,fly_ball
90.3,4,single,ground_ball
95.9,42,field_out,fly_ball
93.5,8,field_out,ground_ball
73.3,54,field_out,popup
91.1,44,field_out,fly_ball
91.3,2,single,ground_ball
88.5,-21,field_out,ground_ball
90.4,55,field_out,popup
100.8,12,single,line_drive
57.9,24,single,ground_ball
90.3,65,field_out,popup
90.4,62,field_out,popup
106.7,10,single,line_drive
97.4,26,home_run,line_drive
101.2,14,single,line_drive
96.4,21,double,line_drive
82.3,73,field_out,popup
100.8,20,double,line_drive
72.1,-27,field_out,ground_ball
79.8,-28,field_out,ground_ball
97.3,1,field_out,ground_ball
77.9,28,field_out,line_drive
63,-63,field_out,ground_ball
84.6,-14,field_out,ground_ball
99.4,13,single,line_drive
105.4,-4,single,ground_ball
76,-26,field_out,ground_ball
82.2,34,field_out,fly_ball
76.3,30,field_out,line_drive
86.9,-6,single,ground_ball
90.5,48,field_out,fly_ball
82.3,44,field_out,fly_ball
106.9,29,home_run,line_drive
91.8,32,field_out,fly_ball
81.1,-2,field_out,ground_ball
92.8,-15,field_out,ground_ball
106,14,single,line_drive
89.9,32,field_out,fly_ball
90.2,60,field_out,fly_ball
102.2,-15,field_out,ground_ball
85,7,field_out,ground_ball
95.7,56,field_out,popup
102.5,9,field_out,line_drive
87.3,32,field_out,fly_ball
71.9,8,single,ground_ball
92.8,35,field_out,fly_ball
70.1,23,single,line_drive
92.1,39,field_out,fly_ball
83.5,-8,grounded_into_double_play,ground_ball
81.3,-5,field_out,ground_ball
82.3,20,single,line_drive
103.6,4,single,ground_ball
23.7,32,sac_bunt,ground_ball
86.8,15,single,line_drive
74,14,single,line_drive
68.5,66,field_out,popup
94,9,single,line_drive
71.8,62,field_out,popup
104.3,27,home_run,line_drive
77.3,-32,grounded_into_double_play,ground_ball
77.9,22,single,line_drive
96.9,-1,field_out,ground_ball
97.2,-4,field_out,ground_ball
71.7,49,field_out,popup
106.1,18,double,line_drive
94.2,-9,field_out,ground_ball
102.6,32,home_run,fly_ball
81.3,20,single,line_drive
103.7,24,home_run,line_drive
80.5,13,double_play,line_drive
51.9,-26,field_out,ground_ball
109.7,29,home_run,line_drive
105.9,-11,field_out,ground_ball
96.5,-3,single,ground_ball
67.9,21,single,line_drive
102.6,14,single,line_drive
101.5,-16,field_out,ground_ball
100.3,27,field_out,line_drive
106.8,-1,field_out,ground_ball
96.8,4,field_error,ground_ball
103.7,16,field_out,line_drive
100.3,27,field_out,line_drive
94.1,10,field_out,line_drive
70,-13,field_out,ground_ball
85.7,-12,field_out,ground_ball
101.5,27,home_run,line_drive
72.1,-4,force_out,ground_ball
92,12,single,line_drive
66.9,40,single,fly_ball
65.4,-55,single,ground_ball
78.3,26,sac_fly,line_drive
88.1,-42,field_out,ground_ball
99.1,-19,field_out,ground_ball
103.8,7,force_out,ground_ball
102.1,-12,grounded_into_double_play,ground_ball
75.8,4,field_out,ground_ball
110.4,19,double,line_drive
56.4,30,field_out,line_drive
106.3,-61,field_out,ground_ball
87,-26,grounded_into_double_play,ground_ball
88.8,29,field_out,line_drive
77.2,-19,field_out,ground_ball
94.6,16,field_out,line_drive
79.8,30,field_out,line_drive
94.7,30,field_out,line_drive
81.1,30,field_out,line_drive
95.1,9,single,ground_ball
109.1,-10,field_out,ground_ball
65.8,-16,field_out,ground_ball
77.8,76,field_out,popup
79.5,17,single,line_drive
84.4,33,field_out,fly_ball
85.3,16,single,line_drive
102.9,-17,force_out,ground_ball
76.7,16,field_out,line_drive
107.2,16,double,line_drive
100.4,13,field_out,line_drive
86,-4,field_out,ground_ball
97.5,-3,fielders_choice,ground_ball
83.7,23,single,line_drive
86,-2,field_out,ground_ball
86.2,-23,force_out,ground_ball
93.8,12,single,line_drive
107.5,47,field_out,fly_ball
97.8,-2,field_out,ground_ball
86.8,36,field_out,fly_ball
86.5,-27,field_out,ground_ball
66.5,48,field_out,popup
101.3,41,home_run,fly_ball
106.2,8,field_out,ground_ball
112.2,22,home_run,line_drive
108.1,26,home_run,line_drive
87.5,-18,field_out,ground_ball
100.9,21,double,line_drive
100.3,24,field_out,fly_ball
79.4,6,field_out,ground_ball
88.5,37,field_out,fly_ball
95.6,13,single,line_drive
102.3,6,field_out,ground_ball
100.1,-4,single,ground_ball
101.4,39,field_out,fly_ball
93.1,32,home_run,fly_ball
58.7,-29,field_out,ground_ball
92.1,13,single,line_drive
87.4,19,single,line_drive
80.7,2,field_out,ground_ball
83.5,52,field_out,fly_ball
105.3,31,home_run,fly_ball
96.3,-11,field_out,ground_ball
85.5,-3,field_out,ground_ball
73.2,30,field_out,fly_ball
83.9,42,field_out,fly_ball
74.1,47,single,fly_ball
73.5,22,single,line_drive
62,23,field_out,line_drive
56.7,46,single,popup
97,20,double,line_drive
99.2,-17,grounded_into_double_play,ground_ball
75.3,59,field_out,popup
64.2,14,field_out,ground_ball
75.8,-28,field_out,ground_ball
99.9,20,field_out,line_drive
110.5,5,single,ground_ball
85.4,-16,grounded_into_double_play,ground_ball
93.6,19,single,line_drive
106.2,24,home_run,line_drive
103,23,double,line_drive
93.8,75,field_out,popup
91,-10,field_out,ground_ball
91.2,-35,field_out,ground_ball
71.7,19,single,line_drive
84.5,40,field_out,fly_ball
95.5,-5,field_out,ground_ball
38.2,-37,field_error,ground_ball
70.6,-43,field_out,ground_ball
103.1,31,field_out,fly_ball
91.1,-14,grounded_into_double_play,ground_ball
96.1,21,field_out,line_drive
74.9,40,field_out,fly_ball
103.9,-8,grounded_into_double_play,ground_ball
92.8,-35,field_out,ground_ball
73.2,47,field_out,fly_ball
96.4,10,single,line_drive
96.9,-18,field_out,ground_ball
