launch_speed,launch_angle,events,bb_type
102.6,9,single,line_drive
106.8,18,double,line_drive
103.9,-6,field_out,ground_ball
52.8,-23,fielders_choice,ground_ball
102.4,13,double,line_drive
88.1,71,field_out,popup
99.1,43,field_out,fly_ball
90.7,16,single,line_drive
87.4,5,field_out,ground_ball
80,-45,field_out,ground_ball
92.9,2,field_out,ground_ball
93.9,32,field_out,fly_ball
32.6,-84,fielders_choice,ground_ball
101.5,7,field_out,line_drive
86.3,44,field_out,fly_ball
69.6,-21,field_out,ground_ball
81.4,-39,field_out,ground_ball
78.7,14,single,line_drive
99.2,29,field_out,line_drive
100.8,25,home_run,line_drive
80.5,-3,single,ground_ball
91.6,72,field_out,popup
105.3,16,field_out,line_drive
96.9,35,field_out,fly_ball
90.2,0,field_out,ground_ball
106.3,-11,single,ground_ball
100.8,31,field_out,fly_ball
91.2,54,field_out,popup
73.7,-43,field_out,ground_ball
89.5,-49,field_out,ground_ball
99.8,10,double,line_drive
82.8,-3,field_out,ground_ball
88.5,32,field_out,fly_ball
91.2,21,field_out,line_drive
105.1,10,double,line_drive
80.1,-4,force_out,ground_ball
85.4,47,field_out,fly_ball
87.8,-17,field_out,ground_ball
36.5,-37,field_out,ground_ball
74.9,-15,field_out,ground_ball
104.6,26,home_run,line_drive
97.8,10,field_out,line_drive
70.1,-12,field_out,ground_ball
96.7,4,single,ground_ball
68.9,37,double,fly_ball
93.8,-20,field_out,ground_ball
99.4,10,single,line_drive
100.2,33,field_out,fly_ball
96.4,20,field_out,line_drive
68.5,-50,force_out,ground_ball
93.2,-13,field_error,ground_ball
86.3,17,single,line_drive
84.4,-8,field_out,ground_ball
78.3,16,single,line_drive
96.7,-41,field_out,ground_ball
82.6,15,single,line_drive
74.8,40,field_out,fly_ball
99.1,35,field_out,fly_ball
95.9,4,field_out,ground_ball
76.8,-16,force_out,ground_ball
104.9,13,single,line_drive
101.2,12,single,line_drive
94.5,26,field_out,line_drive
86.8,41,sac_fly,fly_ball
93.9,-23,field_out,ground_ball
97.2,24,field_out,line_drive
105.6,5,field_out,ground_ball
93,38,field_out,fly_ball
96.9,-8,field_out,ground_ball
79.7,25,single,line_drive
91.9,-6,field_out,ground_ball
89.9,-13,field_out,ground_ball
93.6,-24,field_out,ground_ball
109.4,20,home_run,line_drive
87,46,field_out,fly_ball
99.5,36,home_run,fly_ball
96.7,12,double,line_drive
107.8,14,double,line_drive
80,-39,field_out,ground_ball
106.6,18,double,line_drive
80.4,23,field_out,line_drive
70.6,10,single,ground_ball
92.8,31,field_out,fly_ball
59.2,42,field_error,popup
75.9,-66,field_error,ground_ball
106.6,6,single,ground_ball
94.7,-10,field_out,ground_ball
58.2,-73,field_out,ground_ball
97.5,57,field_out,fly_ball
38.1,-17,field_out,ground_ball
61.7,11,field_out,ground_ball
70.5,-17,field_out,ground_ball
97.5,33,double,fly_ball
63.9,-17,field_out,ground_ball
99.7,27,field_out,fly_ball
96.9,33,field_out,fly_ball
93.9,-7,field_out,ground_ball
80.5,-14,field_out,ground_ball
97.4,35,field_out,fly_ball
40.3,22,field_out,ground_ball
87.1,39,field_out,fly_ball
107.4,33,field_out,fly_ball
96.7,-14,field_out,ground_ball
88.1,32,field_out,fly_ball
95.1,43,field_out,fly_ball
92.1,26,double,line_drive
59.7,54,field_out,popup
72,-41,field_out,ground_ball
96.8,19,field_out,line_drive
68.1,-33,single,ground_ball
81.2,53,field_out,fly_ball
104.4,12,single,line_drive
58.3,-33,field_out,ground_ball
106.6,24,home_run,line_drive
94.7,-36,field_out,ground_ball
75.6,-3,single,ground_ball
77,-22,force_out,ground_ball
101.8,-20,force_out,ground_ball
103,20,field_out,line_drive
94.1,11,single,line_drive
95.6,9,double,line_drive
88.6,19,single,line_drive
99.7,-6,field_out,ground_ball
100,0,field_out,ground_ball
87.3,12,field_out,line_drive
89.2,2,field_out,ground_ball
93.8,36,field_out,fly_ball
90.3,44,field_out,fly_ball
77.5,33,field_out,fly_ball
94.2,-8,field_out,ground_ball
99.5,-8,field_error,ground_ball
78.6,-43,fielders_choice,ground_ball
90.4,56,field_out,fly_ball
84.4,76,field_out,popup
97.1,-14,single,ground_ball
78.3,83,field_out,popup
103.4,4,double,ground_ball
32.8,-28,sac_bunt,ground_ball
98.5,-11,field_out,ground_ball
99.3,8,single,ground_ball
84.2,0,field_out,ground_ball
83.5,56,field_out,popup
101.2,1,single,ground_ball
79.5,31,field_out,fly_ball
94.9,23,field_out,line_drive
103.9,-12,single,ground_ball
81.3,28,field_out,line_drive
88.5,-18,grounded_into_double_play,ground_ball
74.3,61,field_out,popup
89.4,23,field_out,line_drive
97.1,3,field_out,ground_ball
90.6,39,field_out,fly_ball
107.2,-10,single,ground_ball
104,31,home_run,fly_ball
109.9,24,home_run,line_drive
90.8,44,field_out,fly_ball
74.9,47,field_out,fly_ball
56.5,-24,field_out,ground_ball
88.4,11,single,line_drive
96.4,16,field_out,line_drive
101.1,34,field_out,fly_ball
68.5,18,single,line_drive
86,-25,field_out,ground_ball
95.9,8,single,ground_ball
67.1,-24,field_out,ground_ball
94.9,-19,field_out,ground_ball
99.2,0,field_out,ground_ball
76.2,-45,field_out,ground_ball
86.8,-15,field_out,ground_ball
106.5,10,single,line_drive
100.1,33,home_run,fly_ball
74,22,single,line_drive
85.7,-32,field_out,ground_ball
59.7,-27,field_out,ground_ball
86.9,85,field_out,popup
84.4,42,field_out,fly_ball
88.7,28,field_out,line_drive
47.9,-67,field_out,ground_ball
85.8,66,field_out,popup
85.9,24,sac_fly,fly_ball
96,30,field_out,fly_ball
89,-14,field_out,ground_ball
84.4,12,field_out,line_drive
73.4,-51,field_out,ground_ball
109.8,30,home_run,line_drive
103.3,25,home_run,line_drive
74.4,24,single,line_drive
108.4,13,field_out,line_drive
81.8,57,field_out,popup
93.7,15,single,line_drive
91.6,65,field_out,popup
61.5,10,field_out,ground_ball
105.9,13,single,line_drive
101.1,19,double,line_drive
97.3,22,double,line_drive
100.6,-5,field_out,ground_ball
106,22,double,line_drive
88.5,26,field_out,line_drive
107.3,25,home_run,line_drive
96,13,field_out,line_drive
89.5,28,field_out,line_drive
95.2,25,home_run,line_drive
106,9,double,line_drive
87.9,28,field_out,line_drive
97.4,26,field_out,line_drive
87.3,23,field_out,line_drive
102.5,24,home_run,line_drive
97.4,2,single,ground_ball
103.2,-27,grounded_into_double_play,ground_ball
117.5,13,double,line_drive
87.8,-19,field_out,ground_ball
77.3,71,field_out,popup
100.6,24,home_run,line_drive
70.6,-10,field_out,ground_ball
102.5,13,single,line_drive
97.2,-24,single,ground_ball
102.9,-3,single,ground_ball
105.5,33,home_run,fly_ball
98.3,-20,field_out,ground_ball
57.7,-55,field_out,ground_ball
90,-19,field_out,ground_ball
61.5,-41,field_out,ground_ball
92.3,26,field_out,line_drive
87.6,-7,field_out,ground_ball
90,-19,field_out,ground_ball
83.4,-38,field_out,ground_ball
103,23,home_run,line_drive
84.3,22,single,line_drive
89.1,-50,field_out,ground_ball
97,41,field_out,fly_ball
99.4,3,grounded_into_double_play,ground_ball
89.3,23,field_out,line_drive
84.4,68,field_out,popup
61.6,1,single,ground_ball
90.2,16,single,line_drive
103.7,6,single,ground_ball
109.3,20,home_run,line_drive
103.3,11,single,line_drive
93.2,49,field_out,fly_ball
98.4,-9,field_out,ground_ball
81.4,54,field_out,fly_ball
104.5,21,double,line_drive
86.1,33,field_out,fly_ball
100.7,27,field_out,line_drive
91.9,31,field_out,fly_ball
94.1,29,field_out,line_drive
90.3,29,field_out,line_drive
106.8,8,field_out,line_drive
74.1,46,field_out,fly_ball
56.3,39,single,popup
113.6,33,home_run,fly_ball
81.7,-7,field_out,ground_ball
102.5,16,double,line_drive
91.6,39,field_out,fly_ball
70.2,43,single,fly_ball
86.7,41,field_out,fly_ball
100.5,3,grounded_into_double_play,ground_ball
78.5,22,single,line_drive
59.1,33,field_out,line_drive
105.8,20,field_out,line_drive
66,-70,field_out,ground_ball
74.5,10,field_out,line_drive
87.6,72,field_out,popup
56.3,-32,field_out,ground_ball
107.5,5,single,ground_ball
102,8,single,line_drive
95.2,17,double,line_drive
95.5,5,double,ground_ball
78.4,14,field_out,line_drive
82.7,80,field_out,popup
97.1,-4,field_out,ground_ball
81.9,28,sac_fly,line_drive
95.9,44,field_out,fly_ball
80,42,field_out,fly_ball
109.9,20,home_run,line_drive
75.1,46,field_out,fly_ball
91.5,44,field_out,fly_ball
81.6,36,field_out,fly_ball
79.8,47,field_out,fly_ball
95.9,23,double,line_drive
107.2,36,home_run,fly_ball
85,22,triple,line_drive
108.9,17,double,line_drive
71.5,12,field_out,ground_ball
70.9,64,field_out,popup
79.9,-23,field_out,ground_ball
99.1,47,field_out,fly_ball
110,5,field_out,ground_ball
105.6,2,field_error,ground_ball
103.2,30,home_run,fly_ball
88.5,33,field_out,fly_ball
72.9,-1,field_out,ground_ball
86.5,8,force_out,ground_ball
100.2,19,field_out,line_drive
81.3,12,single,line_drive
74.8,16,single,line_drive
92.6,37,field_out,fly_ball
86.9,60,field_out,popup
72.2,11,single,ground_ball
65.1,-25,grounded_into_double_play,ground_ball
100.1,36,field_out,fly_ball
73.2,12,force_out,ground_ball
86.7,38,field_out,fly_ball
84.2,77,field_out,popup
79.8,55,field_out,fly_ball
98.9,12,single,line_drive
93.4,48,field_out,fly_ball
86.2,-20,field_out,ground_ball
91.2,-20,single,ground_ball
92.2,17,single,line_drive
97.2,11,single,line_drive
90.5,-5,field_out,ground_ball
59.5,-41,field_out,ground_ball
79.4,39,field_out,fly_ball
80.4,5,single,ground_ball
102.2,0,single,ground_ball
83.6,53,field_out,fly_ball
65,10,single,ground_ball
93.3,9,single,line_drive
76.2,22,field_out,line_drive
103.7,-6,single,ground_ball
85.7,19,single,line_drive
94,35,field_out,fly_ball
108.8,3,field_out,ground_ball
82.1,-11,grounded_into_double_play,ground_ball
81.8,-21,force_out,ground_ball
96.6,-11,field_out,ground_ball
77.8,33,field_out,fly_ball
88,45,field_out,fly_ball
108.9,24,home_run,line_drive
83.8,54,field_out,fly_ball
70.4,-7,field_out,ground_ball
98.9,-13,field_out,ground_ball
79,-15,field_out,ground_ball
83.9,-17,field_out,ground_ball
99.3,-14,force_out,ground_ball
91.8,30,field_out,line_drive
101.4,9,single,line_drive
75.1,-39,field_out,ground_ball
71.1,34,single,fly_ball
88.7,-12,field_out,ground_ball
63.9,-34,field_out,ground_ball
105.7,-3,single,ground_ball
101.9,-6,force_out,ground_ball
103.8,16,triple,line_drive
93.8,50,field_out,fly_ball
77,25,single,line_drive
108.2,15,field_out,line_drive
88.1,23,field_out,line_drive
88.4,35,field_out,fly_ball
64.6,72,field_out,popup
94.3,36,field_out,fly_ball
99.2,-10,field_out,ground_ball
78,0,field_error,ground_ball
77.9,36,field_out,fly_ball
67.4,-58,field_out,ground_ball
106.9,42,home_run,fly_ball
92.8,36,home_run,line_drive
106.2,1,field_out,ground_ball
62.6,5,field_out,line_drive
98.8,-13,single,ground_ball
84,-40,field_out,ground_ball
77.2,71,field_out,popup
86,44,field_out,fly_ball
82.9,42,field_out,fly_ball
85.2,3,grounded_into_double_play,ground_ball
104.5,16,single,line_drive
72.8,-30,field_out,ground_ball
82.2,-33,field_out,ground_ball
88.1,-14,field_out,ground_ball
85.9,-58,field_out,ground_ball
88.9,-11,field_out,ground_ball
92.2,-9,field_out,ground_ball
101.5,12,double,line_drive
68.5,82,field_out,popup
96.7,-11,double,ground_ball
98.2,41,field_out,fly_ball
78.1,31,field_out,fly_ball
96.4,2,field_out,ground_ball
59.5,-48,field_out,ground_ball
103.5,10,single,line_drive
75,-16,force_out,ground_ball
95.9,-39,grounded_into_double_play,ground_ball
66.2,-20,field_out,ground_ball
43.4,-65,single,ground_ball
81.2,-66,field_out,ground_ball
102,6,single,ground_ball
92.2,14,single,line_drive
89.8,1,field_out,ground_ball
41.7,83,field_out,popup
113.1,8,double,line_drive
77.1,-9,field_out,ground_ball
103.5,-5,field_out,ground_ball
40.2,-77,field_out,ground_ball
99.4,26,home_run,line_drive
105.3,37,home_run,fly_ball
101.6,-2,grounded_into_double_play,ground_ball
88.1,67,field_out,popup
89.8,-23,grounded_into_double_play,ground_ball
73.3,-12,grounded_into_double_play,ground_ball
106.4,10,double,line_drive
95.7,1,field_out,ground_ball
90.8,54,field_out,fly_ball
68.9,7,field_out,ground_ball
73.8,9,field_out,ground_ball
89.3,29,field_out,fly_ball
64.1,66,field_out,popup
74.4,20,field_out,line_drive
72.7,19,single,line_drive
104.2,20,field_out,line_drive
103.9,8,field_out,line_drive
91.9,60,field_out,fly_ball
95.8,8,double,line_drive
84.1,63,field_out,popup
79,21,single,line_drive
111.2,7,single,line_drive
98,38,triple,fly_ball
88.1,51,field_out,fly_ball
102.7,-8,field_out,ground_ball
90.1,22,field_out,line_drive
82.3,66,field_out,popup
79.7,-22,grounded_into_double_play,ground_ball
104.6,21,home_run,line_drive
97,49,field_out,fly_ball
68.1,11,field_out,ground_ball
97,34,sac_fly,fly_ball
87.8,25,field_out,line_drive
68.7,89,field_out,popup
103.3,25,home_run,line_drive
102,14,single,line_drive
103.8,18,field_out,line_drive
93.2,28,field_out,fly_ball
79,42,field_out,fly_ball
102.3,30,home_run,line_drive
95.3,18,field_out,line_drive
75.6,27,single,line_drive
51.7,34,field_out,popup
88.6,34,field_out,fly_ball
95.5,40,field_out,fly_ball
73.3,-42,force_out,ground_ball
51.1,-17,field_out,ground_ball
86.9,0,field_out,ground_ball
106.4,-13,force_out,ground_ball
75.4,17,single,line_drive
89.3,30,sac_fly,line_drive
69.3,45,single,fly_ball
68.9,-14,grounded_into_double_play,ground_ball
100.8,30,field_out,line_drive
99.1,16,sac_fly,line_drive
56.8,-72,field_out,ground_ball
100.7,2,field_out,ground_ball
95.4,-8,single,ground_ball
90.3,-9,single,ground_ball
99.1,25,field_out,line_drive
82.3,15,single,line_drive
106.6,19,double,line_drive
73.8,-43,field_out,ground_ball
69.2,-27,field_out,ground_ball
82.7,20,single,line_drive
92.9,42,field_out,fly_ball
93.4,57,field_out,fly_ball
98.2,27,field_out,line_drive
92.4,37,sac_fly,fly_ball
81.3,-37,field_out,ground_ball
97,4,single,ground_ball
100.8,-5,field_out,ground_ball
101.8,-11,single,ground_ball
73.1,-48,single,ground_ball
75.7,36,field_out,fly_ball
86.7,-25,single,ground_ball
103,23,home_run,line_drive
72.9,24,single,line_drive
106.3,14,triple,line_drive
70.9,-10,force_out,ground_ball
96.2,69,field_out,popup
88.4,12,single,line_drive
95.2,12,single,line_drive
104.5,27,home_run,line_drive
84.9,4,field_out,ground_ball
94,2,grounded_into_double_play,ground_ball
92,-4,grounded_into_double_play,ground_ball
65.8,19,double,line_drive
91.2,41,field_out,fly_ball
106.2,28,triple,fly_ball
93.5,38,sac_fly,fly_ball
79.7,36,field_out,fly_ball
96,-4,force_out,ground_ball
84.4,18,single,line_drive
96.2,2,single,ground_ball
79.6,-30,field_error,ground_ball
108.1,22,home_run,line_drive
105.6,24,double,line_drive
68,2,field_out,ground_ball
95,22,field_out,line_drive
94.9,42,field_out,fly_ball
73.7,54,field_out,popup
94.1,21,field_out,line_drive
48.9,35,field_out,popup
65.8,-32,field_out,ground_ball
82.3,-7,field_out,ground_ball
69.7,9,force_out,ground_ball
99.3,25,sac_fly,line_drive
64.2,-72,field_out,ground_ball
85.1,-62,single,ground_ball
52.8,-64,field_out,ground_ball
103.1,18,field_out,line_drive
62.6,2,fielders_choice,ground_ball
104.4,-2,field_out,ground_ball
91.1,45,field_out,fly_ball
64.3,4,single,ground_ball
99.1,14,single,line_drive
99.4,22,field_out,line_drive
99.4,64,field_out,popup
72.6,42,single,fly_ball
70.6,-56,field_out,ground_ball
94.1,43,field_out,fly_ball
100.9,5,grounded_into_double_play,ground_ball
86.1,41,field_out,fly_ball
83.7,65,field_out,popup
91.4,10,single,line_drive
82.2,60,field_out,popup
82.9,29,double,line_drive
83.2,25,single,line_drive
58.2,-21,single,ground_ball
95.4,25,field_out,line_drive
87.3,42,field_out,fly_ball
83.6,8,grounded_into_double_play,ground_ball
80.7,29,sac_fly,line_drive
99,-12,field_out,ground_ball
95.7,36,field_out,fly_ball
99.4,-13,field_out,ground_ball
103.1,18,double,line_drive
94.3,2,field_out,ground_ball
57.1,26,field_out,line_drive
102.3,23,field_out,line_drive
97.1,32,field_out,fly_ball
104.1,10,double,line_drive
84.3,2,grounded_into_double_play,ground_ball
101.3,30,home_run,fly_ball
53.5,-26,single,ground_ball
89.3,14,single,line_drive
79.7,24,single,line_drive
74,-24,field_out,ground_ball
91.9,34,field_out,fly_ball
86.4,33,field_out,fly_ball
98.9,3,field_out,ground_ball
107,2,field_out,ground_ball
76.2,10,field_out,ground_ball
90,-23,field_out,ground_ball
95.3,13,field_out,line_drive
74.1,23,single,line_drive
93.7,6,grounded_into_double_play,ground_ball
108.7,28,home_run,line_drive
101.1,24,field_error,line_drive
102,5,single,ground_ball
102.7,-5,field_out,ground_ball
68.3,26,single,fly_ball
96.5,17,single,line_drive
93.3,23,field_out,line_drive
96.4,1,double,line_drive
82.1,46,field_out,fly_ball
24.6,31,field_out,ground_ball
89.7,37,field_out,fly_ball
89.3,19,field_out,line_drive
100,25,single,line_drive
106.7,13,single,line_drive
102.4,22,field_out,line_drive
85.2,52,field_out,fly_ball
105.2,12,double,line_drive
85.7,5,single,ground_ball
102.2,-14,field_out,ground_ball
105.6,4,field_out,ground_ball
103.2,-42,single,ground_ball
87.5,26,field_out,line_drive
84.7,2,single,ground_ball
90.8,36,field_out,fly_ball
101.9,-13,field_out,ground_ball
106.9,5,single,ground_ball
92.8,-4,single,ground_ball
101.6,15,field_out,line_drive
92.8,49,field_out,fly_ball
61.3,-48,field_out,ground_ball
105.5,6,single,line_drive
75.5,-31,field_error,ground_ball
67.4,-9,single,ground_ball
100.2,-14,field_out,ground_ball
111.6,-6,field_out,ground_ball
90.8,41,field_out,fly_ball
91,-27,field_out,ground_ball
92.4,-13,field_out,ground_ball
83.5,13,single,line_drive
79.9,-19,field_out,ground_ball
101.7,36,field_out,fly_ball
94.6,53,field_out,fly_ball
70.3,8,single,ground_ball
103.9,18,double,line_drive
81.5,-23,single,ground_ball
80,6,field_out,ground_ball
100.8,33,field_out,fly_ball
87.8,69,field_out,popup
62.3,-42,single,ground_ball
99.7,-7,field_out,ground_ball
94.4,-3,field_out,ground_ball
102.5,4,field_out,ground_ball
107.2,15,single,line_drive
78.8,15,single,line_drive
104.4,26,home_run,line_drive
88.4,27,field_out,line_drive
87.8,-13,field_out,ground_ball
82.9,68,field_out,popup
44.7,-58,field_out,ground_ball
91.1,4,field_out,ground_ball
97.9,9,double_play,line_drive
85.9,21,field_out,line_drive
84.8,29,double,line_drive
100.3,5,single,ground_ball
91.3,7,field_out,ground_ball
99.5,38,home_run,fly_ball
92.2,-17,field_out,ground_ball
57.5,-80,single,ground_ball
100.1,27,double,line_drive
81.7,36,field_out,fly_ball
104.6,7,single,line_drive
83.5,8,single,ground_ball
52.6,-30,field_out,ground_ball
104.6,23,double,line_drive
82.7,70,field_out,popup
51.2,-22,field_out,ground_ball
75.2,25,single,line_drive
75.6,48,field_out,fly_ball
81.6,26,field_out,line_drive
94.6,0,single,ground_ball
91.4,31,field_out,fly_ball
69,24,single,line_drive
84.2,55,field_out,fly_ball
63.1,-11,field_out,ground_ball
52.1,-58,field_out,ground_ball
45.4,-73,single,ground_ball
99.5,10,single,line_drive
81.1,14,single,line_drive
110.4,25,home_run,line_drive
74.7,5,field_out,ground_ball
88.7,64,field_out,popup
102.5,35,home_run,fly_ball
22.9,5,single,ground_ball
47.7,-69,field_out,ground_ball
96.6,-11,single,ground_ball
95.2,63,field_out,fly_ball
102.1,6,single,ground_ball
79,48,field_out,fly_ball
84.4,-29,field_out,ground_ball
93.2,20,field_out,line_drive
98.4,11,field_out,line_drive
75.4,16,double,line_drive
103.9,16,double,line_drive
95.7,11,single,line_drive
102,-12,field_out,ground_ball
79.1,55,field_out,fly_ball
91.7,10,field_out,ground_ball
107.4,24,home_run,line_drive
105.8,46,field_out,fly_ball
75.4,-3,field_out,ground_ball
90.3,-25,field_out,ground_ball
98,43,field_out,fly_ball
84.3,-12,grounded_into_double_play,ground_ball
103.3,-8,field_out,ground_ball
76.7,-26,field_out,ground_ball
111.9,17,double,line_drive
74.1,58,field_out,popup
98.9,-4,field_out,ground_ball
77.5,7,field_out,ground_ball
15.8,54,field_out,ground_ball
93.2,0,single,ground_ball
104.5,13,double,line_drive
103.7,1,single,ground_ball
99.4,15,single,line_drive
93.3,-21,field_out,ground_ball
88,40,field_out,fly_ball
89.1,-26,field_out,ground_ball
98.2,32,home_run,fly_ball
91.2,12,single,line_drive
88.4,37,field_out,fly_ball
104.4,25,home_run,line_drive
102.9,4,field_out,ground_ball
104.9,4,grounded_into_double_play,ground_ball
103.7,20,double,line_drive
96,6,field_out,ground_ball
66.5,20,field_out,line_drive
48.7,15,field_out,ground_ball
41.7,48,field_out,popup
111.4,17,double,line_drive
99.7,-7,field_out,ground_ball
93.4,-15,field_out,ground_ball
97.9,14,single,line_drive
93.5,24,field_out,line_drive
105.9,13,single,line_drive
96.6,-3,single,ground_ball
101.3,2,single,ground_ball
78.3,0,field_out,ground_ball
65.4,-42,single,ground_ball
86.7,15,single,line_drive
91.6,-16,field_out,ground_ball
96.8,-8,field_out,ground_ball
88.7,-18,field_out,ground_ball
87.1,13,single,line_drive
95.9,27,field_out,line_drive
87.8,-18,grounded_into_double_play,ground_ball
96.6,25,double,fly_ball
81,33,field_out,fly_ball
105.4,20,field_out,line_drive
101.3,-9,field_out,ground_ball
43.6,-19,field_out,ground_ball
98.5,41,field_out,fly_ball
101.4,5,field_out,line_drive
87,37,field_out,fly_ball
81.5,35,field_out,fly_ball
77.9,66,field_out,popup
89,41,field_out,fly_ball
106.8,-3,field_out,ground_ball
92.1,37,field_out,fly_ball
64.1,-46,field_out,ground_ball
95.6,-8,single,ground_ball
60.5,-56,single,ground_ball
91.5,-7,field_out,ground_ball
90.4,60,field_out,popup
99.4,20,double,line_drive
73.9,39,single,fly_ball
86.8,4,single,ground_ball
79.2,54,field_out,fly_ball
92.1,20,field_out,line_drive
76.3,-13,field_out,ground_ball
89.1,42,field_out,fly_ball
105,-5,field_out,ground_ball
76,16,field_out,line_drive
106.9,24,home_run,line_drive
87.7,-18,field_out,ground_ball
104.8,28,home_run,line_drive
79.9,21,single,line_drive
99.3,-8,field_out,ground_ball
108.2,6,single,ground_ball
101.5,32,home_run,fly_ball
93.5,40,sac_fly,fly_ball
80.6,36,field_out,fly_ball
102.2,41,field_out,fly_ball
90.5,30,field_out,fly_ball
92.4,-12,field_out,ground_ball
97,3,field_out,ground_ball
69.9,-31,field_out,ground_ball
102.7,15,triple,line_drive
62.3,30,double,fly_ball
64.6,-32,field_out,ground_ball
95,38,field_out,fly_ball
102.2,33,home_run,fly_ball
58.2,-57,field_out,ground_ball
71,-4,field_out,ground_ball
91.1,18,field_out,line_drive
85.8,75,field_out,popup
80.1,7,field_out,ground_ball
86.3,57,field_out,popup
90.7,-31,field_out,ground_ball
97.1,47,field_out,fly_ball
107.9,10,single,line_drive
103.6,18,field_out,line_drive
83.2,19,double,line_drive
94.9,25,field_out,line_drive
66.4,-19,field_out,ground_ball
53.5,46,field_out,popup
109.2,16,double,line_drive
98,-29,grounded_into_double_play,ground_ball
99.6,3,field_out,ground_ball
102.3,31,home_run,fly_ball
93.2,13,double,line_drive
74.2,1,field_out,ground_ball
61.4,-28,field_out,ground_ball
83.5,37,field_out,fly_ball
100,-16,field_out,ground_ball
109.3,13,double,line_drive
109.7,10,field_out,line_drive
69.3,-5,single,ground_ball
100.7,7,force_out,ground_ball
76.3,33,field_out,fly_ball
95.3,56,field_out,fly_ball
83,11,single,ground_ball
95.3,-14,fielders_choice_out,ground_ball
90.4,34,field_out,fly_ball
79.7,-39,field_out,ground_ball
105.7,2,single,ground_ball
95.9,-8,field_out,ground_ball
89.1,56,field_out,popup
109.7,24,home_run,line_drive
85.5,-37,field_out,ground_ball
71.8,-15,force_out,ground_ball
89.4,26,double,line_drive
93.9,54,field_out,fly_ball
74.2,80,field_out,popup
56.3,-31,field_out,ground_ball
105.4,-5,field_out,ground_ball
78,8,field_error,ground_ball
91.2,36,field_out,fly_ball
97.1,32,field_out,fly_ball
99.1,61,field_out,popup
64.5,-19,field_out,ground_ball
98.6,9,single,line_drive
82.3,21,single,line_drive
95.3,44,field_out,fly_ball
83.1,5,field_out,ground_ball
101.4,20,double,line_drive
101.8,10,double,line_drive
81,-8,field_out,ground_ball
94.5,27,field_out,line_drive
81,-15,field_error,ground_ball
83,-23,grounded_into_double_play,ground_ball
68.2,10,field_out,ground_ball
78.3,12,single,line_drive
76.6,32,field_out,fly_ball
78.8,73,field_out,popup
89.5,47,field_out,fly_ball
101.9,2,field_out,ground_ball
98.8,29,home_run,line_drive
91.1,-2,field_out,ground_ball
46.1,-44,force_out,ground_ball
93.1,15,single,line_drive
79.4,-49,field_out,ground_ball
91,-7,field_out,ground_ball
104.1,35,home_run,fly_ball
76.9,11,field_out,ground_ball
86,-4,single,ground_ball
108.9,18,home_run,line_drive
56.8,5,field_out,ground_ball
100.2,10,field_out,ground_ball
62.1,32,single,fly_ball
85,-3,single,ground_ball
108,19,field_out,line_drive
97.2,-5,field_out,ground_ball
100.1,24,field_out,line_drive
92.3,11,double_play,line_drive
90.5,-4,field_out,ground_ball
43.9,-43,field_out,ground_ball
93.7,-8,field_out,ground_ball
79.4,9,field_out,line_drive
88,36,sac_fly,fly_ball
102.8,23,field_out,line_drive
102,42,field_out,fly_ball
77,60,field_out,popup
59.9,-34,field_out,ground_ball
81.7,-3,field_out,ground_ball
108,9,field_out,line_drive
85.6,46,field_out,fly_ball
89.7,16,single,line_drive
90.5,16,single,line_drive
86.4,56,field_out,fly_ball
91.6,39,field_out,fly_ball
66.5,-18,field_out,ground_ball
87.1,-34,field_out,ground_ball
72.9,30,field_out,fly_ball
94.8,-11,single,ground_ball
76.8,-70,field_out,ground_ball
109.6,-1,single,ground_ball
105.5,27,home_run,line_drive
96.7,-2,field_out,ground_ball
94.6,14,single,line_drive
103.2,-7,field_out,ground_ball
98.4,28,field_out,line_drive
106.1,11,double,line_drive
84.6,18,double,line_drive
71.8,55,field_out,popup
67.5,-21,field_out,ground_ball
111.6,47,home_run,fly_ball
80.4,39,field_out,fly_ball
109.8,17,field_out,line_drive
97.2,27,field_out,line_drive
100.3,6,single,ground_ball
69.7,63,field_out,popup
78.1,-33,field_out,ground_ball
103,33,home_run,fly_ball
77.6,5,field_out,ground_ball
99.3,8,double,ground_ball
101.1,-3,field_out,ground_ball
103.4,-10,field_out,ground_ball
97.7,-3,field_out,ground_ball
94.8,-12,field_out,ground_ball
103.5,25,field_out,line_drive
74.7,-71,field_out,ground_ball
93.9,-29,fielders_choice_out,ground_ball
95.1,46,sac_fly,fly_ball
89.8,-22,field_out,ground_ball
105.6,6,field_out,ground_ball
38.5,-53,single,ground_ball
108.7,32,home_run,fly_ball
110.9,19,double,line_drive
108.6,13,field_out,line_drive
101.7,7,field_out,line_drive
98.5,1,single,ground_ball
89.8,23,field_out,line_drive
82.1,-51,field_out,ground_ball
100.9,26,field_out,line_drive
102.4,29,home_run,line_drive
92.7,-10,field_out,ground_ball
77.1,62,field_out,popup
87.8,1,single,ground_ball
71.6,44,double,fly_ball
51.1,41,field_out,popup
79,59,field_out,popup
91.3,-6,field_out,ground_ball
110.4,13,double,line_drive
95,9,double,line_drive
90.1,-25,field_out,ground_ball
84.8,5,double_play,line_drive
73,51,field_out,popup
76,-27,field_out,ground_ball
82.4,-33,field_out,ground_ball
92.9,-13,field_error,ground_ball
107.7,32,home_run,fly_ball
